,attack
122871,14
82341,24
109729,14
25678,14
13812,14
69517,14
24151,7
44226,14
49278,14
145792,14
109393,26
31434,14
132082,14
26871,14
24846,14
86399,14
69592,19
142438,34
121735,14
64992,14
136321,14
66787,24
105971,14
17463,15
47926,14
71946,14
33137,14
34018,14
80987,14
63264,19
117808,14
133270,20
13710,14
55768,1
51951,33
129825,14
77847,14
65815,14
28509,14
23324,14
135688,14
24506,24
27795,14
34869,14
129238,34
129322,14
26246,14
109142,14
139713,23
115492,14
27847,14
119580,7
73412,14
24287,14
42488,24
82252,2
57356,14
126047,14
3326,26
137017,4
94189,14
93243,7
16540,14
66597,14
99828,7
49871,14
134872,14
56467,15
8467,14
40017,14
133024,14
146094,23
19951,14
131451,30
114630,15
29854,26
7043,14
66921,24
125910,1
98669,14
102372,24
113693,24
129456,11
119041,14
143478,14
50965,14
23337,14
124681,24
112472,26
92077,14
139032,17
95802,7
17182,14
90032,14
90906,14
56679,26
116648,14
103715,14
41247,14
30452,14
135494,10
90508,14
62995,14
103717,14
1415,14
53254,14
144460,11
145579,26
31302,14
97717,26
67182,19
137051,34
80470,26
61473,19
34472,14
92112,14
90563,14
82375,14
51660,26
110124,14
120304,14
140527,14
90320,14
126681,14
48283,7
81861,14
38647,14
30459,14
73304,14
51576,24
127847,28
43367,14
133144,11
141955,1
38055,14
5985,14
109629,14
24361,14
24567,14
80212,14
86514,14
146356,7
130502,19
65087,14
144908,28
102483,14
88055,18
111642,1
29911,14
114066,24
143503,14
61292,14
39265,14
104651,14
124013,14
147345,14
51195,14
140731,14
443,14
106231,14
46763,14
10712,14
109331,14
13017,14
53909,14
113108,19
136971,20
92543,14
44071,19
136267,14
74709,14
54643,14
80506,14
146030,20
73724,14
88632,14
109178,14
3401,19
129955,34
118269,14
63879,14
48806,14
20981,14
127626,10
63392,14
19948,26
25955,14
844,14
99137,14
24955,14
55823,14
26404,14
119763,26
76772,7
84036,26
88120,14
121849,14
140197,0
139776,14
145546,26
9443,14
88964,14
122381,14
6704,24
61900,14
100317,19
66245,14
143042,14
121044,14
141086,0
91943,14
82906,14
44148,15
14879,14
90991,14
47862,14
48020,14
60425,14
117325,14
210,24
115304,14
18974,14
93803,24
113947,14
37684,14
69514,15
25071,14
44127,14
105728,14
96215,19
114607,24
124687,14
122653,19
44421,24
8150,14
147422,1
125778,14
140583,14
25657,14
71359,24
63470,7
3284,14
11656,14
48713,19
116746,14
96169,15
135122,14
111138,14
132768,34
66329,14
123987,14
44822,1
46180,14
122002,14
83677,14
50393,24
126600,14
78651,14
26319,14
89188,14
91662,14
71944,24
110811,14
71933,14
112028,7
132436,11
97419,7
125558,14
52945,14
95775,14
83224,24
146283,14
100522,14
21259,14
58920,14
77474,14
139007,34
84617,7
95064,14
72370,24
54210,2
115473,14
118358,14
133890,11
111853,14
91513,14
129352,34
127779,14
6041,14
146576,24
2797,14
13488,14
61329,31
39239,14
120546,1
78012,14
131047,5
136748,11
11433,7
50189,14
8571,14
44087,14
80924,26
35617,14
22047,14
134797,14
71838,15
145013,23
106684,7
87320,14
7140,7
142256,14
68790,14
52230,14
88191,14
95536,14
87219,14
51372,14
146989,0
12827,14
62841,14
106502,31
11512,15
64172,14
17641,14
38372,14
121155,14
55956,14
134942,14
24491,26
71401,15
132665,1
126120,14
63772,14
65080,24
57183,14
74586,14
87831,15
22910,14
96795,14
86816,14
110511,14
71303,14
136386,4
9227,14
65227,14
96369,14
138770,11
121989,15
97226,14
146277,14
114501,14
106608,1
96936,7
47085,14
75361,14
29501,19
95838,14
69049,14
95717,14
18171,14
15096,14
53751,7
29730,24
94825,14
18098,31
127555,14
78273,14
126424,0
117711,14
139324,14
35628,14
5475,14
17219,14
54914,33
24573,14
144689,28
124661,14
123564,14
107605,14
90017,14
133341,0
130959,28
2552,14
79730,14
112907,14
114192,14
89710,33
145384,28
105964,14
100033,7
114496,14
90663,24
14512,14
140542,14
65611,14
39378,19
118105,7
123737,14
122050,15
5900,14
2259,14
28555,14
4222,14
66456,14
32046,14
246,14
92496,14
44851,14
109448,14
83188,14
63795,14
45492,14
53305,14
11121,14
96303,1
135039,1
3849,14
141276,26
128700,26
5879,14
3321,14
144019,14
122166,14
116723,14
103303,24
113792,14
82225,14
134683,11
21365,14
52695,14
80887,14
24401,14
6999,14
48050,24
67716,14
87175,14
79367,14
33419,14
120090,14
134382,14
57853,14
83468,14
74044,14
135810,14
81662,14
50824,19
56424,14
94627,24
13551,24
55747,26
73236,14
145786,11
51343,14
24363,14
145873,34
89809,26
136390,14
22654,1
121863,14
79951,14
46364,14
60777,14
69765,14
130142,14
26556,14
132918,1
35554,14
125628,14
133466,11
147922,4
103378,14
96724,14
134414,14
6240,14
78444,14
7380,14
5338,14
103277,14
43694,19
130026,14
16303,14
85504,14
40498,14
3320,14
60359,18
100872,14
83134,14
116099,14
3207,14
70704,14
24301,14
74069,14
92237,14
71170,14
2262,31
100652,14
24437,14
37101,19
16169,14
9705,14
8276,14
26960,14
130623,4
144771,0
132717,14
23596,19
52991,14
129366,14
61634,14
106319,7
140800,26
53566,14
40853,14
47175,14
51642,26
35429,14
110132,7
124486,14
91468,14
121526,14
127758,14
106725,26
95887,7
139653,14
119840,14
90869,14
135492,14
83920,31
129632,14
20914,14
144504,14
62539,14
124779,14
47746,24
105787,24
147484,14
47775,14
59291,26
136104,5
62467,14
52886,14
48786,7
85318,14
45527,14
116204,24
138944,14
105913,14
98163,14
32268,14
129335,14
108487,14
118023,24
4533,15
899,14
72201,14
8495,14
115064,24
86730,14
30408,14
121748,14
57473,14
54583,14
25735,14
101929,14
87082,7
12571,14
29811,7
53425,24
109802,26
144361,14
65937,14
48256,15
27204,14
42608,14
137353,14
53703,14
87064,14
127671,11
127565,14
687,14
625,14
99145,14
144341,14
137522,26
21142,14
79587,19
96768,26
105984,14
99681,14
144291,14
43781,1
40283,14
44527,19
20,14
15922,24
92779,14
84068,14
70624,14
73691,14
21441,14
64249,14
28360,19
69299,14
84025,14
86999,14
108818,14
110406,24
104272,14
101150,14
54381,26
63919,14
108031,14
4718,19
69861,24
91576,14
6746,14
100357,14
107322,15
15046,14
136625,4
14042,7
64590,14
86828,1
26125,1
97261,24
36914,14
76419,14
111120,14
20998,14
138412,14
31398,15
68710,14
36680,14
142301,11
106030,14
6624,14
141539,24
128654,14
109602,14
138342,19
139818,14
42505,14
47667,14
74408,15
125928,14
92108,1
33619,14
79148,24
74718,14
137698,26
86146,14
99856,14
15914,14
33001,14
28018,14
72674,14
105364,14
100237,14
42108,14
1419,7
4787,14
146903,24
705,31
96804,14
112748,14
49713,14
57145,14
145095,24
54231,31
51135,14
1646,14
6409,14
131625,14
74280,14
115342,14
122019,14
130271,20
122881,24
145201,14
4181,14
71223,7
61507,14
124516,14
37965,14
113605,14
71095,7
72341,14
76447,14
52438,14
16061,24
104777,14
41807,7
765,14
133100,14
38071,14
80636,14
81928,7
26484,14
42004,31
75637,19
105849,14
4134,14
30962,14
131184,28
68114,14
12343,19
146739,20
100706,7
106963,14
94373,26
9977,14
45713,19
72005,24
2119,19
54576,14
131426,11
24467,31
67457,19
72754,14
7390,14
28624,14
54335,14
35982,14
31172,14
107259,14
75327,14
32758,14
101391,14
102323,14
140060,7
51436,14
142743,28
35232,14
131071,14
63239,7
87139,19
116027,26
44810,14
75573,14
120675,14
92940,26
77903,14
30067,14
51312,14
119829,14
43334,14
13178,7
7153,14
134600,1
6142,15
32133,14
37604,7
101429,14
63644,26
116437,14
118627,14
66572,14
53624,19
129227,14
119672,14
126421,27
24759,14
159,14
40950,14
129067,14
68802,24
117451,14
100842,14
125480,24
125607,14
44680,14
63871,14
101385,14
107697,14
794,14
136746,11
40942,1
8913,19
103796,14
101577,14
129490,23
103646,14
66090,7
141901,14
139894,14
133036,23
127727,24
70828,14
59456,14
90081,24
111850,14
16634,14
52444,26
76654,14
142853,4
52012,7
124691,15
95760,26
45295,14
141927,34
120521,19
79099,24
35869,14
91152,14
65831,7
79085,14
30511,14
9652,14
29999,14
56906,26
123250,19
6625,19
139011,11
117816,14
116070,14
4157,14
78476,19
133919,14
107851,26
70021,14
32956,14
11306,14
135469,11
29643,14
89915,24
77462,14
43648,33
52951,19
112269,14
116193,26
119084,19
104925,24
100584,24
26677,14
70834,14
134107,14
2603,14
106808,15
134933,4
91736,14
124768,14
128071,14
93434,14
32414,14
136345,20
58999,14
44115,14
118497,26
12590,19
68470,14
62027,14
146666,4
41139,14
141317,14
28724,19
122646,14
38781,14
57222,14
146526,7
104365,24
20742,24
22581,14
52554,14
57701,14
57516,14
86308,14
81269,24
139,14
25461,14
122336,7
127972,34
79413,7
37670,14
43262,18
94269,14
104098,14
2638,14
130425,14
98162,14
95714,7
24470,14
96028,14
28387,14
84423,14
84040,14
117271,14
104064,14
43023,14
59600,15
79500,14
148157,15
57141,15
120748,14
21947,24
7134,14
2181,14
113998,14
104465,14
111681,19
54317,15
85854,15
52982,14
71893,14
142495,14
28150,14
55165,14
57095,14
104648,14
114532,14
31219,24
8576,14
81681,24
110353,14
41960,7
56405,19
98854,14
36469,24
106709,24
131551,10
73923,24
110963,19
113128,26
32125,14
105951,14
120398,14
2892,15
29953,15
30509,14
73176,14
31181,14
19371,14
95271,14
18306,14
26803,24
145520,11
130363,0
11113,14
41403,7
64379,14
6223,14
145323,14
23056,26
23766,14
79857,14
31000,14
90724,14
90860,14
17442,14
83909,19
88793,19
33954,14
103127,14
144464,20
98950,14
66504,24
148445,14
75231,14
42816,14
57030,14
95680,14
113196,14
5018,14
81165,14
48024,14
138856,34
136203,11
62899,7
88680,14
39636,14
46549,14
134833,10
56490,24
139817,28
118791,14
47809,7
135484,4
113486,14
99636,14
110791,14
131944,34
94952,14
98679,14
21850,26
94165,19
5031,14
142304,0
66535,14
94560,14
82620,24
95825,19
6759,14
78375,14
142601,14
92835,14
133823,14
75050,14
98450,14
58207,14
11078,14
145715,23
113506,14
23471,15
84620,14
102758,24
120097,15
101101,14
147127,20
38541,14
48726,14
28739,14
7951,14
23591,14
38136,19
95563,14
36353,14
11319,14
21396,14
79665,24
84469,15
61216,14
139734,19
101780,4
76012,14
105070,14
45881,14
32433,14
9003,14
105656,33
38107,14
121872,1
8824,14
109026,33
76162,14
57750,14
135002,14
55475,14
114997,34
127908,11
43818,14
14006,7
104691,14
50733,14
138541,4
143194,20
60020,14
97561,24
41884,14
72874,19
26191,31
135458,1
97961,14
100374,14
111246,19
83776,14
27227,14
38085,14
61071,14
74322,14
109662,14
133994,14
3990,14
89385,14
36051,14
54927,19
118964,19
65112,26
87367,26
126444,5
141476,26
129152,14
6266,24
24481,14
43268,14
137408,24
137296,26
136738,20
53340,14
15299,14
70890,14
10739,14
18377,24
42759,14
66962,14
138931,7
21734,14
29099,7
61632,14
38338,14
99559,33
22256,14
65457,19
22715,14
109663,14
46837,7
32354,14
139469,4
96145,14
20866,14
105767,14
45773,19
130591,26
131734,14
99952,14
146497,0
128181,34
116942,24
126217,14
79162,14
6678,14
135019,23
103209,7
87402,14
42411,7
10813,14
106006,14
32554,19
82149,19
105422,14
1357,7
100945,14
29624,7
140590,26
37257,14
118064,33
91137,19
129704,20
35625,14
137011,4
68857,14
109315,19
131948,14
64196,7
138040,14
116139,14
19275,19
97045,18
75267,14
17825,14
86549,14
79538,14
147482,14
80032,1
104041,14
141634,4
10077,14
110631,26
119711,24
111457,14
65826,14
22354,7
39381,14
81062,14
53884,26
39018,14
101642,14
40846,14
93510,14
120333,14
14462,24
96151,14
116779,14
125997,14
68580,14
101521,14
23048,14
108920,14
28579,31
96763,7
73697,14
141338,28
58367,14
12127,14
112343,14
27484,14
120990,26
41535,14
107641,33
125114,14
32713,14
28953,15
21084,14
96356,14
78509,14
140872,14
83823,14
92300,14
119989,14
143708,1
140868,14
122880,7
67454,14
132486,31
63822,14
85782,33
33914,26
2926,14
27552,14
145408,34
87617,14
11831,14
18434,14
127898,23
4146,14
91966,14
20114,14
68696,14
93763,24
137273,4
30495,14
13846,14
27469,14
4827,14
141540,14
102579,9
89929,14
10005,26
62796,14
37870,15
85341,26
5161,14
74763,14
19281,14
50968,14
82481,19
53372,14
51384,14
69895,14
9757,7
113089,7
8697,24
139475,14
82398,14
147510,14
86193,14
21240,15
103375,14
123945,14
104186,19
15460,31
137944,24
112559,14
120426,7
137899,14
107254,24
57177,15
49180,14
39861,7
69158,14
28834,19
57512,14
109101,7
63820,14
110389,24
141947,4
33544,7
65357,14
35943,14
84168,14
16925,26
138849,14
8731,14
7588,14
143698,14
74806,14
126913,23
11068,14
109146,14
79271,14
11265,15
137243,14
5116,24
21910,14
47474,14
85697,14
49995,7
112751,26
1929,14
72061,14
10105,14
109974,14
143616,14
24351,14
18259,24
10025,14
36553,14
93345,7
39607,14
139275,12
12841,14
14288,14
76094,14
47550,1
137902,14
129316,0
110392,31
66797,14
1935,14
25738,14
36444,14
120394,14
125129,14
43998,14
3061,19
136474,14
45620,24
69262,14
119608,24
23712,14
122977,4
120693,33
93272,14
84081,14
47294,15
8139,24
21258,7
131831,20
106629,14
31453,14
120350,24
58423,14
86248,14
46719,14
131727,11
105135,14
115063,14
52798,14
62820,14
36848,14
138939,0
70115,14
62944,14
105467,19
80227,14
63920,14
84333,14
19922,14
145592,34
80714,14
77753,19
61966,26
119786,14
18301,14
65773,14
139859,19
39701,24
28184,14
4796,26
31255,14
140269,24
126178,24
44367,14
83487,14
140853,24
53075,14
142657,20
68375,14
110125,14
146617,10
58374,26
34763,15
49608,14
80928,14
139609,0
17515,24
21342,14
136757,26
86612,14
18728,14
142492,24
112968,19
11736,14
129165,26
107439,14
65665,14
16438,7
138531,10
138450,11
122538,14
90743,14
140119,26
68040,24
124187,7
67386,14
36561,14
29873,14
40782,14
102788,14
120092,14
131951,14
145653,14
129908,11
27945,14
66215,14
58148,14
30791,14
109575,14
132250,34
40181,14
127767,11
52180,14
70719,14
88457,14
110974,7
132893,14
46876,14
91975,14
53423,14
27713,14
15652,14
49931,14
21447,15
104522,7
85434,14
44370,14
128915,0
1169,15
43284,14
47540,14
24089,14
86335,26
126207,14
13056,24
117526,14
62570,14
109005,33
20177,14
99509,14
79509,2
145307,1
122310,14
137006,14
88698,14
6153,14
131797,11
5242,14
128061,14
21721,14
43310,14
30916,14
20212,14
50562,26
133830,14
87344,33
64966,14
45144,7
48676,14
88268,31
30671,19
125431,14
83860,14
43492,14
7386,14
40299,24
12856,14
95622,14
12408,7
70286,14
116033,33
121934,33
38993,14
27122,26
93242,26
17220,24
132730,1
7538,24
29561,14
126808,20
18796,14
10625,14
3868,14
94037,14
111792,14
89554,19
82346,14
74406,14
21933,14
115205,24
75370,14
65071,7
122394,14
107755,14
54596,14
115875,7
12598,14
40070,14
17729,14
17814,14
95679,24
107135,14
55637,7
36167,33
35695,19
47771,14
113290,14
6056,14
142038,11
124908,14
137263,24
147734,0
15362,14
25359,14
24483,14
114314,24
40308,14
55724,14
71779,15
21124,14
65810,33
85756,14
140232,0
18090,14
103030,14
19793,14
105141,14
116120,14
123971,15
96054,14
47945,14
80496,1
65825,14
1059,14
139249,14
138875,4
116294,14
20455,14
62686,14
7929,26
119355,14
146884,14
141498,7
113272,14
115009,19
117475,14
69559,14
34787,18
101357,7
138766,4
9496,26
56029,26
39165,14
54775,14
79608,14
122513,14
43292,14
85158,14
135202,11
85170,24
129242,14
76705,14
72029,24
79071,14
25834,14
7226,26
6197,14
98225,14
26078,24
52655,14
36794,14
114028,14
65710,24
46922,7
63407,14
15173,14
48175,26
81859,14
147633,14
126727,11
140641,4
20334,19
125228,14
118570,33
45290,14
37993,14
135467,14
276,14
81404,1
144427,14
43839,14
111967,14
133437,34
135292,28
119880,14
126945,24
130752,14
72808,14
118281,15
98317,14
124555,14
86198,14
21169,14
103336,14
143486,14
129240,14
147704,23
11223,33
36557,19
136095,24
50506,14
68862,31
109622,24
34630,14
81335,24
98439,14
145297,1
27537,31
100719,14
108591,14
99604,14
89932,7
131313,34
54104,14
123144,14
96967,14
26682,14
50504,14
117358,14
59805,15
43318,14
65787,14
41828,14
134157,34
118619,24
97597,7
18565,26
34954,14
118778,14
65748,14
18537,14
50216,14
77219,14
96848,14
115392,24
36632,15
76163,24
71203,33
3164,14
32427,26
55231,14
42704,19
21762,14
11828,14
29135,19
75587,7
8311,14
98587,14
142131,13
136638,11
14015,14
111576,14
142143,24
10429,14
55850,14
108542,14
69161,24
136722,14
75604,19
84604,14
5181,24
117411,14
43626,31
90868,14
101476,14
43213,14
10182,14
90520,14
76666,14
69336,24
1567,14
147457,19
72063,26
6257,14
27882,14
139630,11
8549,19
102381,26
11508,14
37506,14
1678,14
131185,24
81356,14
14545,14
5364,14
48313,14
46262,14
82790,14
30289,14
42682,14
59257,14
89147,19
146889,14
17172,14
146335,24
133314,14
62462,31
63272,14
67848,7
104302,14
72685,14
44097,14
100797,26
138987,14
18615,14
123551,14
4065,14
56314,14
51197,14
92867,14
141169,14
128371,14
129870,4
29093,14
93161,14
34237,14
54323,14
137547,11
11697,24
39870,14
42478,19
56213,1
87947,7
109332,14
5789,14
142407,14
131201,14
61063,7
19751,14
23480,14
127938,24
11473,14
33511,14
134530,14
21282,7
142763,14
144637,28
106947,24
126085,20
5714,14
143935,4
4315,24
34454,7
96538,14
30375,15
33341,14
78561,24
136953,14
137666,4
39030,19
90439,19
137206,0
5421,14
806,14
84173,14
147613,14
136016,14
36549,14
121924,14
104520,14
41255,14
88159,7
33133,19
127411,14
108020,14
19428,14
6177,14
122376,18
64962,14
142777,14
14446,14
66684,14
57510,14
109536,14
53061,14
20558,14
54843,14
117062,14
55593,14
97008,14
94004,14
36751,14
79393,14
126970,24
124662,14
43316,14
103819,31
35181,14
123312,7
5927,14
13854,14
3661,19
36624,14
144709,4
133400,28
107316,14
21366,1
17389,19
106253,14
12835,14
123855,31
148151,14
92574,14
148047,34
5149,14
43065,26
27187,14
51550,31
1739,14
118891,14
100039,31
117963,14
17909,31
95413,19
15650,14
8178,19
132762,27
127584,20
102408,14
27962,14
38083,14
35342,31
127327,11
138827,11
63404,14
14032,14
10151,14
154,14
89586,14
124869,14
55106,14
79233,14
70770,14
116170,24
41021,14
43299,24
35804,14
105847,7
92204,26
63671,14
107736,14
90074,14
114088,14
136094,14
85313,14
99945,33
55861,14
78627,14
7303,14
123984,14
9883,14
131747,20
138902,27
21217,14
70868,18
138417,0
142514,1
59088,14
36886,14
28205,24
84201,19
22253,14
90978,14
44057,14
9639,24
9375,19
50611,14
109422,24
69213,24
130751,14
75610,14
81240,14
30407,24
122862,19
115667,15
19024,14
54138,14
12238,14
54621,14
101080,14
57799,24
75408,14
8316,14
131408,14
42025,1
108406,14
148302,14
43044,14
33246,24
110884,14
107093,14
133021,10
9244,14
766,14
3426,14
128146,14
140154,24
52020,19
137388,14
34025,24
2196,7
110441,14
22937,14
70855,7
48546,14
57745,14
94936,24
108743,14
139811,20
141956,11
107220,14
24463,14
140019,20
21882,14
71845,14
125672,14
45690,14
86196,14
58733,14
89349,14
47572,14
13520,14
16300,14
67240,14
14651,14
10473,14
78548,14
143027,14
23545,14
16092,14
148432,31
35594,14
91960,14
21433,14
49193,14
3349,14
142350,0
3509,14
37703,14
117471,26
142838,14
43236,7
90265,31
118931,24
662,24
57491,14
58746,14
144303,0
27688,14
140108,14
144141,4
140163,26
97818,14
111208,14
48997,14
66746,14
101355,14
93319,14
51162,14
41827,14
84663,14
132744,14
40318,19
128107,14
129949,20
93187,15
37847,14
120163,19
101583,14
115262,14
68978,14
138444,14
138338,4
95363,14
139623,1
29036,14
100193,14
41499,14
133187,4
55803,14
92431,14
44622,14
120170,14
52908,14
106708,14
77314,14
123238,14
65832,14
89881,14
75669,14
123754,14
53823,14
128020,4
64744,7
127068,34
69846,33
49258,19
38346,14
132438,14
123520,31
66841,14
107126,14
22037,14
121683,14
130296,11
54314,24
97325,14
131329,14
95860,14
78723,14
119813,14
15158,14
136015,14
64146,14
35735,14
118470,7
113607,14
5566,24
129771,24
58180,33
42661,14
94099,14
134905,14
18757,14
12054,14
35415,14
118014,14
147891,26
66563,19
107597,14
128469,27
138139,20
92276,14
120789,31
123830,26
80698,14
25338,14
9007,19
24473,14
54605,14
3300,14
40327,14
94794,19
14889,14
57989,14
108429,14
143504,28
138938,14
27513,14
27266,24
139834,20
139816,0
72905,14
120103,14
53926,7
49507,14
89343,24
128975,20
48314,14
112813,14
127157,14
29413,14
15580,14
97048,24
11263,14
136194,14
18633,14
80207,14
101290,19
54228,14
119782,14
52859,14
98435,15
124893,14
80710,14
148260,14
104014,24
134394,14
82392,14
47936,14
58939,14
14130,14
124951,14
123016,14
17612,14
137147,4
41057,14
84922,14
55139,14
136501,27
112450,19
123930,14
51331,14
136448,14
138948,14
140724,4
23503,14
68229,14
106871,26
95195,24
